update,rounds,timeouts,winrate,wr_old,wr_new,wr_script,wr_pin,dealt,taken,hits,mean_combo,max_combo,blk,clk,jmp,whiff,aim_bias,avg_reward,ploss,vloss,staleness
36,11,0,0.5454545454545454,0.6666666666666666,1.0,0.25,0.3333333333333333,203.73039937000001,187.59680304499994,92,1.891304347826087,8,0.01904296875,0.89013671875,0.0576171875,0.26666666666666666,-1.7281354434241731,-5.280033795277263,0.02804703451693058,4.690150737762451,1.00390625
1,11,0,0.8181818181818182,1.0,0.3333333333333333,1.0,1.0,202.94880700000002,121.36320186,98,2.510204081632653,11,0.04052734375,0.88671875,0.07861328125,0.18798955613577023,-2.3809028883115073,0.09964882678320176,-0.04834023863077164,3.0222361087799072,1.00146484375
2,13,0,0.5384615384615384,0.6666666666666666,0.16666666666666666,1.0,0.16666666666666666,202.6711977,177.94959749999992,98,2.295918367346939,9,0.029296875,0.86572265625,0.06201171875,0.17834394904458598,-1.4755679153514136,-1.5392764365586287,0.06715348362922668,5.871040344238281,1.00341796875
3,12,0,0.5833333333333334,0.3333333333333333,0.6,0.75,1.0,209.93200054000005,155.40560083,98,2.673469387755102,12,0.02490234375,0.87744140625,0.0693359375,0.21885521885521886,-2.29891395475845,-0.9292290892119955,0.09770023077726364,4.425048351287842,1.00341796875
4,10,0,0.8,0.3333333333333333,1.0,1.0,0.6666666666666666,186.45920033000002,166.443203,81,1.3580246913580247,3,0.02197265625,0.87744140625,0.1064453125,0.24022346368715083,-1.9108228122009727,-6.9024069173284515,0.015126295387744904,3.781754493713379,1.003419638495359
5,12,0,0.9166666666666666,0.6666666666666666,1.0,1.0,1.0,219.18640101999998,137.9168018,101,2.5247524752475248,11,0.02294921875,0.87109375,0.08642578125,0.19047619047619047,-2.182255528781057,4.814953852284339,0.030234389007091522,3.9288222789764404,1.00341796875
6,12,0,0.5,1.0,0.375,0.6666666666666666,0.4,203.07760407999996,184.36800129999995,87,1.8275862068965518,8,0.013671875,0.86865234375,0.09326171875,0.32,-1.8436562342745153,-10.27285315002575,0.06219092756509781,4.272108554840088,1.003419638495359
7,10,0,0.6,0.5,0.5714285714285714,1.0,0.6666666666666666,167.86000572999998,164.89439819000006,69,1.4202898550724639,6,0.02490234375,0.8193359375,0.07568359375,0.1503267973856209,-0.9837260428012135,-6.036802575536962,0.09551471471786499,5.709956169128418,1.00341796875
8,11,0,0.36363636363636365,0.0,0.3333333333333333,1.0,0.25,208.20719527000014,196.84960285000003,91,1.5604395604395604,6,0.03271484375,0.859375,0.06884765625,0.19704433497536947,-1.5691285851138146,-7.5944140555472925,0.028531981632113457,3.568312644958496,1.00341796875
9,11,0,0.5454545454545454,0.6666666666666666,0.2,1.0,0.75,180.24239999999995,166.84560317999998,82,2.2195121951219514,13,0.03466796875,0.853515625,0.05517578125,0.19696969696969696,-1.599216574360509,-6.6136300060540805,-0.07918012142181396,3.7331666946411133,1.00634765625
10,12,0,0.8333333333333334,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,220.51760489999995,146.45920206000002,105,2.704761904761905,14,0.02734375,0.87255859375,0.08447265625,0.2388451443569554,-2.089127099627178,-1.1141401057932052,-0.0005693268030881882,3.6225366592407227,1.00341796875
11,13,0,0.46153846153846156,0.5,0.0,0.6,0.3333333333333333,240.9576033069999,213.0919999,106,1.849056603773585,8,0.0283203125,0.85498046875,0.07177734375,0.2108626198083067,-1.7090485826938855,-5.238381165332914,0.03296376019716263,4.739109992980957,1.00341796875
12,11,0,0.5454545454545454,0.3333333333333333,0.6666666666666666,1.0,0.4,185.31199912999995,145.5200005,88,2.0,9,0.02685546875,0.83056640625,0.064453125,0.18461538461538463,-1.6628861006952937,-8.21977104598087,-0.07900466024875641,3.084847927093506,1.00341796875
13,11,0,0.45454545454545453,0.4,0.3333333333333333,0.6666666666666666,0.6,198.77039890999995,190.07040141999997,88,1.7613636363636365,10,0.03662109375,0.84716796875,0.08056640625,0.2062937062937063,-1.7919745272990477,-10.486595865843993,-0.04302329570055008,6.02937650680542,1.00341796875
14,10,0,0.7,0.6,0.0,1.0,0.75,186.09759964999998,144.4768025,91,2.142857142857143,8,0.03564453125,0.828125,0.1025390625,0.25,-2.1064104716140326,-6.272378448320789,-0.05462533235549927,4.5052032470703125,1.00341796875
15,11,0,0.6363636363636364,0.3333333333333333,nan,1.0,0.5,189.54399862999998,136.29759995000003,92,1.9130434782608696,7,0.0224609375,0.7802734375,0.0732421875,0.20901639344262296,-1.6741075704522899,-1.6740059091369561,-0.08898400515317917,5.424785614013672,1.00341796875
16,10,0,0.7,nan,0.6,0.8,0.0,189.95040044000004,158.44800374000002,77,1.4155844155844155,5,0.01953125,0.79443359375,0.08056640625,0.29473684210526313,-1.892680735930329,-3.176573765399353,0.10350504517555237,3.7169113159179688,1.00341796875
17,11,0,0.5454545454545454,0.3333333333333333,0.4,1.0,0.6,183.94159792999997,143.58880675999998,90,1.9333333333333333,8,0.0283203125,0.83740234375,0.09765625,0.2109375,-2.0182207512500123,-11.620313036028664,0.039974644780159,5.030176639556885,1.0029296875
18,9,0,0.5555555555555556,0.5,0.5,0.6666666666666666,0.3333333333333333,174.73840206000006,144.18480214000002,81,1.6049382716049383,7,0.0234375,0.796875,0.04833984375,0.2781456953642384,-1.5178925199012305,-2.4562390896875774,0.03454478830099106,3.2601985931396484,1.00341796875
19,12,0,0.5833333333333334,0.6666666666666666,0.6,0.0,0.6,200.29920106999998,201.00000343599996,78,1.2307692307692308,4,0.03173828125,0.7978515625,0.064453125,0.18888888888888888,-1.3252826314246486,-6.743942396896583,0.010696899145841599,4.650467872619629,1.00341796875
20,11,0,0.5454545454545454,0.5,1.0,0.4,0.0,192.25840613,193.66079957999992,89,1.797752808988764,7,0.0390625,0.828125,0.08154296875,0.28,-1.638382764830456,-8.724345493627622,0.019651522859930992,4.791356086730957,1.00341796875
21,11,0,0.7272727272727273,0.75,0.75,0.6666666666666666,0.5,220.37280330000002,169.83840349999997,98,1.5816326530612246,5,0.0341796875,0.8193359375,0.05615234375,0.21074380165289255,-1.9002091438177595,-1.1092190345494088,0.050407472997903824,5.1716837882995605,1.00341796875
22,11,0,0.6363636363636364,0.5,0.25,1.0,nan,191.65599824,142.53119832999994,87,2.1954022988505746,10,0.04150390625,0.8076171875,0.0556640625,0.21142857142857144,-1.7177940719428915,-8.737010708293097,-0.024693524464964867,3.178173542022705,1.00634765625
23,13,0,0.6923076923076923,0.3333333333333333,0.6,1.0,0.5,229.49999674999995,220.50159666000002,98,1.336734693877551,4,0.02783203125,0.8115234375,0.04833984375,0.20257234726688103,-1.5584101132349408,-1.9991431501222305,0.12313574552536011,4.093127250671387,1.00341796875
24,10,0,0.5,0.3333333333333333,0.4,1.0,1.0,188.63679859,171.51200339999997,83,1.5060240963855422,6,0.0283203125,0.83642578125,0.126953125,0.2634730538922156,-1.7189144123029654,-17.683946760927803,-0.003940137103199959,5.529537677764893,1.00341796875
25,12,0,0.5833333333333334,0.6,0.4,1.0,0.4,215.02719929999992,175.91200202399995,90,2.2888888888888888,13,0.0224609375,0.81640625,0.0703125,0.24180327868852458,-1.7798788579316114,-3.235749804316349,-0.0249774307012558,4.505094528198242,1.0029296875
26,12,0,0.6666666666666666,0.6,0.5,0.8,0.5,230.00160428999996,174.94080245999996,102,1.7156862745098038,6,0.02001953125,0.80615234375,0.07568359375,0.22006472491909385,-2.2303636693293574,-1.0985974511750036,0.07634100317955017,5.619571685791016,1.00732421875
27,12,0,0.5,0.42857142857142855,0.3333333333333333,1.0,0.25,200.37919710000003,192.61119915999996,87,1.6551724137931034,7,0.02197265625,0.82275390625,0.072265625,0.24742268041237114,-1.0533121972788775,-7.6993698441508265,0.07111382484436035,4.372758865356445,1.00341796875
28,11,0,0.7272727272727273,0.5,1.0,1.0,1.0,219.77280158,165.03680359999993,102,2.019607843137255,9,0.013671875,0.82080078125,0.1044921875,0.23355263157894737,-1.8677498405055986,-4.411746236570409,0.019440852105617523,2.8306000232696533,1.00341796875
29,10,0,0.6,0.6,0.6666666666666666,0.5,1.0,175.84640299999998,173.65200204599998,74,1.4189189189189189,4,0.0126953125,0.81640625,0.06689453125,0.25333333333333335,-1.1101988851217832,-4.988417362478081,0.004211030900478363,3.2892112731933594,1.00341796875
30,11,0,0.45454545454545453,0.25,0.5,0.6666666666666666,0.0,182.78479965,159.21760193999995,80,1.575,5,0.01318359375,0.8291015625,0.07861328125,0.1414141414141414,-1.651003640880473,-9.345807324776535,0.01944415085017681,4.817358016967773,1.0034213098729228
31,12,0,0.6666666666666666,0.3333333333333333,0.3333333333333333,1.0,0.5,221.1512023,175.93760080800007,93,2.021505376344086,9,0.01806640625,0.82666015625,0.06201171875,0.24806201550387597,-1.305358675356534,0.13159394771322278,-0.019300581887364388,6.324441432952881,1.00341796875
32,11,0,0.5454545454545454,0.6,0.4,1.0,0.6666666666666666,192.4400014999999,181.91760065999998,78,1.3333333333333333,5,0.01171875,0.82666015625,0.0888671875,0.20114942528735633,-1.5981028418650796,-14.730856578415883,-0.011819735169410706,5.85637092590332,1.0029296875
33,11,0,0.2727272727272727,0.0,0.25,1.0,0.25,177.18559899999997,177.97440350000002,82,1.8170731707317074,7,0.02001953125,0.796875,0.0546875,0.18137254901960784,-1.0784680837503389,-10.198889374337154,0.03975875675678253,3.089848518371582,1.00341796875
34,10,0,0.4,0.5,0.2,1.0,0.0,178.46800389999999,175.89280319999997,77,1.6363636363636365,7,0.0224609375,0.794921875,0.07275390625,0.20958083832335328,-1.2317045886003348,-10.624492261959785,-0.07496590167284012,3.76155686378479,1.00634765625
35,9,0,0.4444444444444444,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,150.54080002999999,142.25280096600002,65,1.4307692307692308,5,0.0234375,0.7470703125,0.0751953125,0.27472527472527475,-1.6646206427226307,-21.772797348121692,-0.040541596710681915,6.769439697265625,1.00341796875
36,10,0,0.5,0.5,0.3333333333333333,0.6666666666666666,0.75,177.29519787000004,158.02400109,84,2.0,11,0.03662109375,0.783203125,0.07275390625,0.19753086419753085,-0.8137586728481919,-11.328636106002918,-0.10152189433574677,4.885323524475098,1.00341796875
37,10,0,0.6,0.25,0.5,1.0,0.5,178.48479774999998,142.39279745999997,81,2.654320987654321,11,0.04150390625,0.802734375,0.06396484375,0.2017167381974249,-1.5870621896484005,-11.350943108162912,-0.031009526923298836,3.2887401580810547,1.00341796875
38,13,0,0.6153846153846154,0.4,1.0,0.7142857142857143,0.5,220.99920349999994,196.71519796,99,1.8383838383838385,9,0.0478515625,0.8359375,0.0615234375,0.22811671087533156,-1.5773958879725163,-6.910950099393896,-0.006670353934168816,5.105334281921387,1.00341796875
39,11,0,0.6363636363636364,0.5,0.5,0.8,0.0,202.70480344000006,161.25599990000003,88,1.7159090909090908,6,0.0439453125,0.80810546875,0.03857421875,0.17898832684824903,-1.4794300927938169,-0.06736050592975541,0.05321212857961655,5.609992980957031,1.00341796875
40,9,0,0.3333333333333333,0.25,0.25,1.0,0.3333333333333333,176.09120138999995,185.10879979999993,71,1.2112676056338028,3,0.041015625,0.83935546875,0.060546875,0.288,-1.182250293680242,-15.202483925897958,-0.02477431297302246,2.7634050846099854,1.00341796875
41,9,0,0.1111111111111111,0.16666666666666666,0.0,0.0,0.0,138.6271983,169.64880179999994,56,1.2142857142857142,3,0.07470703125,0.84375,0.08154296875,0.35454545454545455,-1.4657539645440771,-21.94676613057353,0.05797102302312851,2.725076913833618,1.00341796875
42,11,0,0.6363636363636364,0.5,0.5,0.8,0.6666666666666666,192.78400235000004,162.0104048,89,2.3258426966292136,13,0.05810546875,0.85009765625,0.09765625,0.21660649819494585,-1.7036354744581386,-10.939947350689053,-0.031665295362472534,5.229418754577637,1.00341796875
43,11,0,0.5454545454545454,0.25,0.5,0.8,1.0,206.25199846000007,167.04079839999997,95,2.210526315789474,11,0.05859375,0.82763671875,0.08349609375,0.2629757785467128,-1.0805078715436118,-7.676021969099832,0.04699818789958954,4.700037002563477,1.00341796875
44,11,0,0.5454545454545454,0.5,0.0,0.75,0.5,185.52560320699993,167.11360115000005,84,2.0238095238095237,12,0.044921875,0.82666015625,0.0849609375,0.2158273381294964,-1.131917767613865,-11.35736906201601,0.0608675442636013,5.375728607177734,1.0029296875
45,12,0,0.6666666666666666,0.5,0.3333333333333333,1.0,0.6666666666666666,227.96480286000005,186.99360230000002,105,1.9238095238095239,6,0.03466796875,0.88427734375,0.11083984375,0.23655913978494625,-1.8887681954925875,-10.456075323544686,0.002537272870540619,8.602128982543945,1.003419638495359
46,10,0,0.7,1.0,0.3333333333333333,0.75,1.0,187.69839961,164.90480209999998,86,1.755813953488372,7,0.04248046875,0.86572265625,0.09765625,0.18324607329842932,-1.6909955801789431,-9.092166216675322,0.07938390970230103,5.76727294921875,1.00732421875
47,11,0,0.7272727272727273,0.5,0.0,1.0,1.0,189.80960174000003,143.25840046999997,94,2.5106382978723403,12,0.05322265625,0.81591796875,0.119140625,0.2147239263803681,-1.6350286044786726,-14.584065956327798,0.008959345519542694,6.896243572235107,1.00341796875
48,13,0,0.6153846153846154,0.75,0.2,1.0,0.3333333333333333,228.48960029999995,212.13599929999995,99,1.4545454545454546,4,0.03857421875,0.88818359375,0.0947265625,0.29780564263322884,-1.468186018430359,-10.12135080941634,-0.061968035995960236,5.632086753845215,1.00341796875
49,12,0,0.5833333333333334,0.25,0.6666666666666666,0.8,0.5,224.30239793999996,195.9543983,99,2.121212121212121,11,0.03271484375,0.86474609375,0.07177734375,0.22981366459627328,-1.4869213711331917,-10.33751242823328,0.1778213381767273,7.78935432434082,1.00341796875
50,12,0,0.6666666666666666,0.5714285714285714,0.6666666666666666,1.0,0.8,206.95599985,190.42400499999997,96,2.0,8,0.02490234375,0.86572265625,0.09765625,0.27459016393442626,-1.5444062746446752,-16.337924785933648,0.14494723081588745,10.335979461669922,1.0048828125
51,12,0,0.75,0.25,1.0,1.0,0.5,236.23359965,192.9672022,99,1.898989898989899,9,0.03466796875,0.84716796875,0.0576171875,0.25461254612546125,-1.083713623112359,-0.5281181494157868,0.12588754296302795,3.9485859870910645,1.00341796875
52,14,0,0.7142857142857143,0.4,1.0,0.8571428571428571,0.75,241.60800257,190.17999920999998,108,2.037037037037037,10,0.03564453125,0.875,0.0830078125,0.2418478260869565,-1.614292106502611,-4.838567357830998,0.10999524593353271,3.5297513008117676,1.00341796875
53,11,0,0.8181818181818182,0.6666666666666666,0.0,1.0,1.0,218.54560265,144.11519644000003,107,1.9626168224299065,7,0.0283203125,0.8662109375,0.06689453125,0.22118380062305296,-1.9180143524053779,-0.5875952158018158,-0.008706808090209961,3.330296277999878,1.00341796875
54,11,0,0.6363636363636364,0.5,0.6,1.0,1.0,190.17200161999995,157.95279692000005,84,2.107142857142857,7,0.033203125,0.8701171875,0.10693359375,0.25380710659898476,-1.8208504083477317,-12.048121689789111,0.12644857168197632,3.9436774253845215,1.00341796875
55,11,0,0.8181818181818182,0.75,0.0,1.0,1.0,204.16800114999995,160.05599795000003,91,1.6373626373626373,6,0.0380859375,0.841796875,0.0908203125,0.281786941580756,-1.5756461196058171,-6.1318429248306785,0.05069940164685249,5.275850772857666,1.00341796875
56,12,0,0.75,0.3333333333333333,1.0,0.875,0.5,218.19440027700003,148.47200229999999,100,2.01,9,0.033203125,0.8662109375,0.095703125,0.20461095100864554,-1.8025257461407078,-2.8463744140325495,-0.0026600509881973267,3.7790658473968506,1.00341796875
57,12,0,0.75,0.6,0.0,1.0,0.6666666666666666,213.49840089999995,157.09040315,99,1.9090909090909092,7,0.03369140625,0.86279296875,0.12109375,0.23180592991913745,-2.273332774480289,-6.344058481315922,0.08546166867017746,4.2863450050354,1.00341796875
58,10,0,0.2,0.2,0.0,0.5,0.0,168.85839660000002,194.14960222999994,73,1.2602739726027397,3,0.046875,0.83642578125,0.0947265625,0.29411764705882354,-1.0682802115209002,-22.777212159882268,-0.03563334047794342,5.454062461853027,1.0029296875
59,14,0,0.7142857142857143,0.5714285714285714,0.5,1.0,0.6,255.91840368999996,177.9784045,116,2.2586206896551726,10,0.03515625,0.9091796875,0.19189453125,0.29310344827586204,-1.7439074585377665,-13.158839450065813,0.06589604169130325,8.181845664978027,1.00341796875
60,10,0,0.6,0.0,0.75,1.0,0.5,180.19520192000002,156.079198,75,1.32,4,0.05615234375,0.79736328125,0.1005859375,0.2552083333333333,-0.6342441156376932,-9.489436598103412,0.02115769498050213,3.5383715629577637,1.00341796875
61,11,0,0.45454545454545453,0.0,0.2,0.8,0.5,189.8640017,153.53119899999996,77,2.0,10,0.0869140625,0.857421875,0.18212890625,0.32014388489208634,-0.7508439309741285,-17.32749720956866,-0.042263805866241455,4.922152519226074,1.0029296875
62,12,0,0.6666666666666666,1.0,0.5,0.7142857142857143,0.6666666666666666,214.23999820000006,155.85040065000007,93,2.193548387096774,10,0.06689453125,0.84423828125,0.11962890625,0.26331360946745563,-1.4845664359911246,-1.931031339688058,-0.053168877959251404,5.025461196899414,1.00341796875
63,8,0,0.75,1.0,0.5,0.75,0.0,142.5992012,108.77679800000003,64,1.46875,6,0.21240234375,0.9140625,0.39208984375,0.3760869565217391,-1.579558693689948,-57.60183817683228,-0.13168063759803772,10.001205444335938,1.0029296875
64,9,0,0.6666666666666666,0.6,0.5,1.0,0.0,170.08239980999994,156.32080382,70,1.7857142857142858,7,0.140625,0.8759765625,0.2216796875,0.2966101694915254,-1.269200354268877,-7.006424661629787,0.10383883118629456,6.534976959228516,1.00732421875
65,12,0,0.6666666666666666,0.0,0.6666666666666666,0.75,1.0,205.3032005580001,157.31360160000003,94,1.9787234042553192,9,0.10595703125,0.884765625,0.2421875,0.23703703703703705,-1.9896378995779584,-15.24506076817803,0.06854380667209625,5.71140718460083,1.00341796875
66,11,0,0.36363636363636365,0.3333333333333333,0.25,0.5,0.4,164.63039849999996,180.39839940000005,75,2.3466666666666667,13,0.14501953125,0.90966796875,0.34375,0.3148614609571788,-2.643182730461056,-33.22264918374602,0.04293469339609146,7.786956787109375,1.00341796875
67,10,0,0.4,0.5,0.16666666666666666,1.0,0.25,176.36800606999995,171.44319466,76,1.5263157894736843,4,0.08740234375,0.81494140625,0.19873046875,0.2840909090909091,-1.3596544774577595,-15.696210066243864,0.0433790385723114,4.131587028503418,1.00341796875
68,12,0,0.4166666666666667,0.3333333333333333,0.25,0.6,0.3333333333333333,189.30399978999995,199.48720179000003,77,1.6363636363636365,8,0.0830078125,0.86572265625,0.18701171875,0.2736842105263158,-1.2795066600878093,-12.751599877695838,0.016861986368894577,6.523065567016602,1.00341796875
69,10,0,0.8,1.0,0.75,0.8,0.75,182.21040605000005,122.14080475700001,85,2.2470588235294118,9,0.109375,0.90283203125,0.26025390625,0.28793774319066145,-2.3039312919452715,-3.6429695289106676,0.09351290017366409,3.1189615726470947,1.00390625
70,10,0,0.4,0.0,0.2,0.75,1.0,182.01279950400004,171.24000149999998,79,1.7341772151898733,6,0.07763671875,0.84521484375,0.18701171875,0.2569832402234637,-1.1946333227075374,-14.029804242024387,0.10606710612773895,2.8755974769592285,1.00732421875
71,11,0,0.6363636363636364,0.8,0.25,1.0,0.6,194.38880299999997,187.24320035,84,1.5357142857142858,4,0.07080078125,0.83154296875,0.18115234375,0.33170731707317075,-0.9472840941802873,-4.067673707574351,0.05587908625602722,5.087726593017578,1.00341796875
72,13,0,0.6153846153846154,0.6,0.4,1.0,0.8,208.59760109999996,186.8120072999999,89,1.6741573033707866,5,0.10400390625,0.85546875,0.26416015625,0.2824074074074074,-1.7791812815459822,-9.272046807654096,0.027614818885922432,3.8038394451141357,1.00341796875
73,11,0,0.5454545454545454,0.16666666666666666,1.0,1.0,0.2,182.07120253000002,162.62559880000003,81,1.9135802469135803,8,0.087890625,0.87255859375,0.29638671875,0.31140350877192985,-1.6359861041778474,-8.623189275175879,-0.03710569813847542,3.861453056335449,1.00341796875
74,9,0,0.6666666666666666,0.75,0.0,1.0,1.0,160.5975985,154.91999910000004,69,1.565217391304348,5,0.11376953125,0.86474609375,0.28173828125,0.24875621890547264,-1.2410855136021903,-13.218355370695008,0.013529310002923012,4.107337951660156,1.0043966780654616
75,12,0,0.6666666666666666,0.25,1.0,0.8,0.6666666666666666,210.30079986,201.36639993999995,84,1.2380952380952381,3,0.07080078125,0.83837890625,0.2490234375,0.39574468085106385,-0.9725589769236915,-11.742905072510489,0.029163897037506104,5.828020095825195,1.00341796875
76,10,0,0.6,0.5,0.6,1.0,0.5,181.68400264000005,174.65199834999996,82,1.6829268292682926,8,0.0673828125,0.81982421875,0.2294921875,0.2644230769230769,-1.4076362372143494,-11.916242314883998,0.03845655918121338,5.261170387268066,1.00341796875
77,11,0,0.5454545454545454,0.3333333333333333,0.4,1.0,0.6,167.51360015999998,178.16240050000005,82,2.7804878048780486,12,0.1181640625,0.8671875,0.361328125,0.2831858407079646,-1.7689165558072806,-28.745933719503867,0.06536246836185455,7.196623802185059,1.00341796875
78,10,0,0.6,0.3333333333333333,0.8,0.5,0.6666666666666666,170.95840035999996,160.3824038,74,1.5405405405405406,7,0.07568359375,0.81494140625,0.34375,0.3258426966292135,-1.576094756244193,-37.47656938958239,0.19539132714271545,9.757015228271484,1.00732421875
79,11,0,0.2727272727272727,0.2,0.0,1.0,0.5,175.00400273999998,203.17840160000003,73,1.63013698630137,5,0.06103515625,0.7978515625,0.201171875,0.23232323232323232,-1.2124020635806525,-18.235472841189846,-0.03854896128177643,4.417613983154297,1.00341796875
80,8,0,0.75,1.0,0.5,1.0,0.5,156.69119864,112.49759575000002,73,1.8630136986301369,9,0.10986328125,0.8603515625,0.47705078125,0.3344594594594595,-3.068925415052415,-53.06331191095044,0.07494102418422699,12.299661636352539,1.00732421875
81,11,0,0.45454545454545453,0.6,0.25,0.5,0.5,173.33839735999996,176.5128009,68,1.6176470588235294,7,0.09619140625,0.83837890625,0.3056640625,0.2903225806451613,-2.0487742133850246,-25.35673978778136,-0.09360145032405853,5.313206672668457,1.00732421875
82,10,0,0.4,0.4,0.0,0.6666666666666666,0.0,163.0456042,159.83999752,72,1.5833333333333333,5,0.08056640625,0.853515625,0.30078125,0.292,-2.162695138436499,-32.45159030923699,0.021759768947958946,5.632197380065918,1.00732421875
83,11,0,0.36363636363636365,0.0,0.0,1.0,0.3333333333333333,196.23920013,164.248002,85,1.6235294117647059,6,0.03857421875,0.77978515625,0.1455078125,0.24691358024691357,-0.8614136415399036,-8.872898345302223,0.04444991797208786,3.445680618286133,1.00341796875
84,11,0,0.7272727272727273,0.6666666666666666,0.5,1.0,0.3333333333333333,226.4232006100001,176.9591984,104,2.0288461538461537,11,0.06591796875,0.8330078125,0.31787109375,0.2865853658536585,-2.092149270070169,-18.82699298425312,0.1713668406009674,9.61738109588623,1.00732421875
85,11,0,0.5454545454545454,0.3333333333333333,0.5,1.0,0.5,189.7240014,173.81439690000002,79,1.8987341772151898,9,0.04248046875,0.78955078125,0.1806640625,0.3114754098360656,-0.8117467348045071,-17.239929656159436,0.007597210817039013,4.345157623291016,1.00341796875
86,12,0,0.5,0.42857142857142855,0.6666666666666666,0.5,0.42857142857142855,186.29439656999998,210.9472017,77,1.3636363636363635,6,0.060546875,0.806640625,0.22607421875,0.3708609271523179,-2.6381193781080268,-23.11780343965097,0.04022795706987381,8.446889877319336,1.00390625
87,10,0,0.5,0.25,0.3333333333333333,1.0,1.0,188.0999963,152.15599970000002,87,1.793103448275862,6,0.04833984375,0.80908203125,0.27783203125,0.31666666666666665,-1.79615865859351,-22.993995265101503,0.08372887223958969,8.524956703186035,1.00341796875
88,11,0,0.5454545454545454,0.5,1.0,0.5,0.5,182.88320203000004,200.73600553000003,76,1.4342105263157894,4,0.0341796875,0.78662109375,0.18115234375,0.4147465437788018,-1.2620850048777321,-19.00777405222593,0.13567444682121277,4.884486198425293,1.00341796875
89,11,0,0.5454545454545454,0.5,0.4,1.0,0.3333333333333333,184.45759896,191.61680239999993,79,1.7215189873417722,9,0.025390625,0.7607421875,0.109375,0.3333333333333333,-0.8626913351688525,-7.673170041012887,0.030629726126790047,5.16252326965332,1.00732421875
90,10,0,0.7,0.5714285714285714,1.0,1.0,1.0,191.93280126,163.54560134000005,86,1.5813953488372092,6,0.03125,0.76220703125,0.3427734375,0.41232227488151657,-1.7428585175681446,-27.033990770874652,0.13700321316719055,6.362993240356445,1.00390625
91,13,0,0.9230769230769231,0.8333333333333334,1.0,1.0,1.0,241.08080286,179.89039866,102,1.5686274509803921,6,0.0263671875,0.80322265625,0.30810546875,0.30036630036630035,-1.8907499286932037,-9.720026597311477,-0.009467534720897675,4.382297039031982,1.00341796875
92,10,0,0.5,0.3333333333333333,0.25,1.0,0.3333333333333333,185.11039978800005,158.02239964999995,81,2.185185185185185,9,0.0419921875,0.76806640625,0.208984375,0.32432432432432434,-1.6130839847500178,-11.709154660549142,0.10648684203624725,4.043612480163574,1.00341796875
93,12,0,0.5833333333333334,0.625,0.0,0.6666666666666666,0.75,220.70559699000006,211.91360142999997,100,1.6,7,0.0361328125,0.79052734375,0.228515625,0.2446351931330472,-1.6873827900480187,-15.676827530056377,0.0556100532412529,5.774210453033447,1.00341796875
94,12,0,0.6666666666666666,0.4,1.0,0.75,0.3333333333333333,215.26720070000005,172.19040181999998,98,2.2448979591836733,10,0.0205078125,0.7412109375,0.19677734375,0.32,-1.3537031496544714,-11.767520833251346,0.05825727432966232,5.883824348449707,1.00390625
95,10,0,0.6,0.5,0.5,1.0,0.5,192.87920188999993,153.74399970000002,91,1.945054945054945,10,0.0234375,0.755859375,0.26220703125,0.27459016393442626,-1.3051052591670276,-21.231428942242104,-0.04550144821405411,4.314096927642822,1.0039081582804104
96,11,0,0.8181818181818182,0.5,0.6666666666666666,1.0,0.75,193.13600269999998,170.64239379999995,90,1.488888888888889,5,0.02783203125,0.7880859375,0.29736328125,0.33070866141732286,-1.6317366257547248,-25.430343215111723,-0.005859576165676117,4.715195655822754,1.00341796875
97,13,0,0.6153846153846154,0.5714285714285714,1.0,0.3333333333333333,0.4,221.31360580999998,220.42800276499995,91,1.4175824175824177,4,0.025390625,0.77197265625,0.158203125,0.275,-1.5876567915440536,-10.51048257410928,0.031407035887241364,5.099225997924805,1.0039081582804104
98,14,0,0.6428571428571429,0.25,0.3333333333333333,1.0,0.4,247.83039710000003,201.12800163999995,113,1.7345132743362832,7,0.0205078125,0.77099609375,0.2685546875,0.2740963855421687,-1.9464113009665156,-18.861157868773454,0.053965531289577484,8.297178268432617,1.00341796875
99,12,0,0.8333333333333334,1.0,0.8333333333333334,0.75,0.8,220.2520042099999,201.33360142999996,91,1.3626373626373627,5,0.01611328125,0.75634765625,0.19580078125,0.28793774319066145,-1.4491937607674636,-12.73225433497083,0.08330675214529037,4.3977227210998535,1.00732421875
100,11,0,0.7272727272727273,0.5714285714285714,1.0,1.0,1.0,200.6712017600001,155.98719979999998,90,1.9666666666666666,11,0.025390625,0.7548828125,0.19189453125,0.35177865612648224,-0.9338133217887528,-18.46065561717997,0.049012020230293274,5.459366798400879,1.00732421875
101,14,0,0.6428571428571429,0.25,0.6666666666666666,0.8571428571428571,0.3333333333333333,256.2399941400001,219.99679727999992,111,1.936936936936937,11,0.037109375,0.7841796875,0.2763671875,0.3864306784660767,-1.784994683098251,-20.543545616964053,0.005178945139050484,5.832024574279785,1.00341796875
102,10,0,0.6,0.3333333333333333,0.8,0.5,1.0,195.15040235000004,154.51120210000002,88,2.340909090909091,14,0.0244140625,0.7666015625,0.25634765625,0.25416666666666665,-1.2220124361394231,-31.830087871411983,0.07234379649162292,10.30042839050293,1.00341796875
